scenario,model,mean_coef,mean_true_att,mean_bias,rmse,coverage_rate,mean_se,n_iters,n_units,preset
5,DML-Chang,0.0669819741928429,0.1248987566189935,-0.0579167824261505,0.1024492861953343,0.9465,0.1001295646984686,2000.0,10000,heavy
5,TWFE,0.2642425111417529,0.1248987566189935,0.1393437545227593,0.1436806309996912,0.2565,0.058967603103327,2000.0,10000,heavy
6,DML-Multi,-0.1066022518124761,-0.1141092328574175,0.0075069810449414,0.03558072292868,0.9994992899597438,,2000.0,10000,heavy
6,TWFE,0.1547600573346631,-0.1141092328574175,0.2688692901920807,0.2740398900350935,0.0,0.0288148709475879,2000.0,10000,heavy
7,DML-Chang,-0.9287850494120514,-0.9245608435592289,-0.0042242058528226,0.1028477441313611,0.9635,0.1101070065949435,2000.0,10000,heavy
7,TWFE,-0.7592338188705747,-0.9245608435592289,0.165327024688654,0.1695746621884108,0.1055,0.0599292469187787,2000.0,10000,heavy
8,DML-Chang,-0.2841881971365789,-0.5701249545347588,0.2859367573981798,0.3077213866042345,0.3455,0.1222195185737597,2000.0,10000,heavy
8,TWFE,-0.4565309996760431,-0.5701249545347588,0.1135939548587156,0.1221850804177741,0.646,0.0667005475955726,2000.0,10000,heavy
9,DML-Multi,-1.193830293438133,-1.1891205766230462,-0.004709716815087,0.0580697610486301,0.9944967147127844,,2000.0,10000,heavy
9,TWFE,-0.6413122536410301,-1.1891205766230462,0.5478083229820159,0.5500082107898436,0.0,0.0303847221602955,2000.0,10000,heavy
10,DML-Chang,0.0402287198329873,0.0399949733837799,0.0002337464492074,0.0711903911521074,0.9815,0.0853559024448285,2000.0,10000,heavy
10,TWFE,0.04005081380567,0.0399949733837799,5.5840421890180005e-05,0.0326443222755003,0.986,0.0422534129248945,2000.0,10000,heavy
11,DML-Chang,0.0588539922338021,0.0497606064342272,0.0090933857995748,0.0860465516551829,0.9795,0.1001894923655898,2000.0,10000,heavy
11,TWFE,0.1875711371898091,0.0497606064342272,0.1378105307555819,0.1423087270350654,0.072,0.0437582145480782,2000.0,10000,heavy
12,DML-Chang,-0.2900032890437565,-0.6266994354578824,0.3366961464141259,0.3559674424042827,0.197,0.1221597731013445,2000.0,10000,heavy
12,TWFE,-0.5143887687542722,-0.6266994354578824,0.1123106667036102,0.1213031404603997,0.429,0.0532112993187266,2000.0,10000,heavy
